Threshold,Resolution,Obstacle %,Base V #,Base E #,D(0) V #,D(0) E #,D(1) V #,D(1) E #,D(2) V #,D(2) E #,D(3) V #,D(3) E #,D(4) V #,D(4) E #
0.2,8.863539009447466,0.9755859375,25,110,22,86,1,8,0,0,0,0,0,0
0.30000000000000004,7.703720382687139,0.873046875,130,708,82,352,16,105,0,0,0,0,0,0
0.4,14.849872846992598,0.7763671875,229,1456,85,374,32,207,4,33,0,0,0,0
0.5,13.312330438263476,0.4892578125,523,3632,136,628,49,335,12,109,2,25,0,0
0.6000000000000001,6.677239810241739,0.3212890625,695,4652,251,1236,92,648,14,132,0,0,0,0
0.7,9.634292609415612,0.0439453125,979,7386,49,254,30,182,18,118,9,52,1,5
0.8,5.501631890120036,0.0556640625,967,7152,139,768,72,495,27,214,6,48,0,0
0.2,14.128849538086511,0.9951171875,5,16,2,2,1,1,0,0,0,0,0,0
0.30000000000000004,6.676002391371615,0.9228515625,79,330,64,226,5,29,0,0,0,0,0,0
0.4,10.15156683054232,0.689453125,318,2064,129,606,43,300,5,55,0,0,0,0
0.5,8.273423616467962,0.4814453125,531,3476,213,1028,78,537,7,75,0,0,0,0
0.6000000000000001,7.338831834733789,0.189453125,830,5924,191,1010,101,671,24,199,1,6,0,0
0.7,8.791688121710825,0.0859375,936,6986,81,420,45,285,20,140,6,46,1,10
0.8,5.700393942845578,0.0478515625,975,7250,132,718,73,489,28,210,6,53,0,0
0.2,5.538859057732857,0.9716796875,29,74,29,74,0,0,0,0,0,0,0,0
0.30000000000000004,14.37823340237726,0.8388671875,165,1156,51,248,18,133,5,51,0,0,0,0
0.4,12.261331958239012,0.609375,400,2762,130,656,50,364,10,86,0,0,0,0
0.5,6.701283966244156,0.486328125,526,3374,229,1086,71,507,7,71,0,0,0,0
0.6000000000000001,14.287984099398455,0.3232421875,693,4898,135,632,70,411,21,161,2,26,0,0
0.7,7.612236423056799,0.14453125,876,6312,162,806,74,495,25,206,4,49,0,0
0.8,10.481365215520107,0.03125,992,7490,44,236,28,172,16,94,6,30,2,12
0.2,7.309030907920171,0.94140625,60,262,51,198,3,19,0,0,0,0,0,0
0.30000000000000004,10.803130617597528,0.8466796875,157,922,76,306,15,104,3,32,0,0,0,0
0.4,12.157855448473619,0.8125,192,1210,81,376,29,190,2,18,0,0,0,0
0.5,5.74063564416436,0.517578125,494,3046,251,1182,65,463,4,46,0,0,0,0
0.6000000000000001,7.002869804834261,0.2578125,760,5228,190,904,78,510,20,147,2,23,0,0
0.7,11.88856803686155,0.154296875,866,6360,113,552,55,357,21,163,3,31,1,10
0.8,8.671741120593307,0.0478515625,975,7324,72,366,37,240,26,184,10,67,0,0
0.2,7.296080199261845,0.9560546875,45,242,30,134,5,32,0,0,0,0,0,0
0.30000000000000004,12.759160689406082,0.8232421875,181,1062,97,438,28,183,0,0,0,0,0,0
0.4,9.086887931275633,0.7626953125,243,1404,108,422,29,168,4,35,0,0,0,0
0.5,11.826666167646797,0.4384765625,575,4030,149,728,62,422,16,147,1,12,0,0
0.6000000000000001,11.811576174173155,0.3134765625,703,5010,136,672,69,431,18,149,3,26,0,0
0.7,5.818975066275229,0.154296875,866,6158,197,992,87,584,26,228,2,19,0,0
0.8,10.668011487641223,0.025390625,998,7536,38,190,24,141,18,107,10,51,1,8
0.2,14.475923469400657,0.9697265625,31,180,16,68,5,34,0,0,0,0,0,0
0.30000000000000004,5.801124652263948,0.927734375,74,228,56,130,6,15,0,0,0,0,0,0
0.4,11.571285614945015,0.7763671875,229,1454,88,400,31,201,4,32,0,0,0,0
0.5,7.521534143423066,0.498046875,514,3252,196,860,58,395,12,101,0,0,0,0
0.6000000000000001,6.538875467939843,0.302734375,714,4944,204,1044,94,637,15,123,1,13,0,0
0.7,10.147910088413077,0.10546875,916,6776,106,556,54,356,30,208,6,38,0,0
0.8,13.52503688110164,0.0078125,1016,7716,14,60,14,60,8,37,6,30,3,12
0.2,6.944808421848486,0.9560546875,45,220,30,114,5,28,0,0,0,0,0,0
0.30000000000000004,8.375276374143878,0.8701171875,133,738,79,348,18,115,0,0,0,0,0,0
0.4,10.421592136571633,0.7646484375,241,1526,115,552,38,272,1,12,0,0,0,0
0.5,14.540870157339578,0.458984375,554,3890,140,648,54,360,17,159,1,17,0,0
0.6000000000000001,7.690523515645264,0.2236328125,795,5568,222,1104,83,586,19,187,2,33,0,0
0.7,8.189119805602166,0.1552734375,865,6220,157,778,68,455,22,178,5,46,0,0
0.8,8.947707123733345,0.056640625,966,7228,78,406,52,308,29,194,8,59,0,0
0.2,9.508344098348944,0.998046875,2,0,2,0,0,0,0,0,0,0,0,0
0.30000000000000004,9.29239966339431,0.919921875,82,438,52,216,10,63,0,0,0,0,0,0
0.4,13.894154581778318,0.5517578125,459,3298,129,694,58,420,13,124,0,0,0,0
0.5,13.042178961805506,0.6259765625,383,2478,125,518,38,242,12,101,0,0,0,0
0.6000000000000001,7.120353561633454,0.2861328125,731,5050,194,948,87,575,23,190,0,0,0,0
0.7,12.539615391985667,0.2236328125,795,5856,105,524,58,360,27,194,4,37,0,0
0.8,6.127844556002177,0.06640625,956,7062,131,694,67,451,32,244,5,34,0,0
0.2,11.63454554002865,0.9775390625,23,78,20,58,1,6,0,0,0,0,0,0
0.30000000000000004,7.541213569396258,0.9130859375,89,448,59,234,10,58,0,0,0,0,0,0
0.4,10.289660272408241,0.6328125,376,2554,136,656,36,282,11,121,0,0,0,0
0.5,14.047878522664885,0.5771484375,433,2912,133,598,48,319,13,117,0,0,0,0
0.6000000000000001,6.929648804599901,0.275390625,742,5044,226,1090,88,598,21,181,0,0,0,0
0.7,6.433067915235336,0.1123046875,909,6600,153,792,76,494,20,156,6,62,0,0
0.8,10.539873737899317,0.005859375,1018,7746,31,164,25,143,16,93,7,41,2,9
0.2,5.111505569626564,0.98046875,20,40,20,40,0,0,0,0,0,0,0,0
0.30000000000000004,11.337854900057053,0.8369140625,167,1076,65,282,18,126,4,46,0,0,0,0
0.4,14.2858205675879,0.8916015625,111,604,45,144,14,64,2,15,0,0,0,0
0.5,14.888769585216165,0.431640625,582,4122,132,640,58,390,19,161,1,11,0,0
0.6000000000000001,14.267462912545879,0.27734375,740,5324,140,680,64,411,22,172,3,35,0,0
0.7,12.88445462792734,0.0888671875,933,6962,87,444,50,308,22,162,5,46,1,7
0.8,5.915748072235786,0.0400390625,983,7308,104,570,69,431,32,225,6,45,0,0
0.2,14.844295301574011,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,7.330336875015978,0.8125,192,1070,117,520,25,166,0,0,0,0,0,0
0.4,6.538240539528182,0.7236328125,283,1616,136,556,37,217,3,25,0,0,0,0
0.5,7.043326410270946,0.5126953125,499,3190,211,1012,72,493,6,57,0,0,0,0
0.6000000000000001,6.186038492811714,0.26953125,748,5094,211,1014,99,622,20,160,0,0,0,0
0.7,13.79856695728314,0.1005859375,921,6850,96,494,51,333,28,195,7,54,0,0
0.8,11.567637449752132,0.0869140625,935,6970,62,280,35,197,16,100,4,30,2,16
0.2,14.266228561192777,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,14.645002948295708,0.943359375,58,320,28,110,10,57,0,0,0,0,0,0
0.4,13.43399598326143,0.8134765625,191,1228,68,306,29,180,3,26,0,0,0,0
0.5,10.552917648636935,0.490234375,522,3554,186,928,72,509,10,98,0,0,0,0
0.6000000000000001,14.00961567441141,0.17578125,844,6234,118,604,58,373,22,170,6,64,0,0
0.7,13.504056999010489,0.1279296875,893,6570,83,374,38,218,10,91,8,77,1,19
0.8,8.422150230783474,0.025390625,998,7518,62,334,36,228,21,138,8,54,1,10
0.2,9.160048683347535,0.966796875,34,136,28,98,2,8,0,0,0,0,0,0
0.30000000000000004,14.030685349794656,0.8828125,120,742,48,202,16,93,2,22,0,0,0,0
0.4,13.016848212025465,0.759765625,246,1636,84,394,34,223,5,47,0,0,0,0
0.5,7.626083100655978,0.52734375,484,3092,193,862,61,411,9,85,0,0,0,0
0.6000000000000001,10.067912195782585,0.2919921875,725,5178,146,696,61,396,21,178,3,35,0,0
0.7,7.2902444533277455,0.115234375,906,6590,150,788,88,569,29,234,3,26,0,0
0.8,13.125625497759327,0.0146484375,1009,7650,34,188,29,169,18,107,6,28,2,10
0.2,6.222217018845669,0.9658203125,35,164,26,98,3,19,0,0,0,0,0,0
0.30000000000000004,11.97707740466973,0.919921875,82,468,49,208,11,81,0,0,0,0,0,0
0.4,9.993589938244234,0.7451171875,261,1638,132,618,35,268,2,23,0,0,0,0
0.5,6.536371185578227,0.5224609375,489,3102,213,982,64,457,7,71,0,0,0,0
0.6000000000000001,7.307629693873516,0.26171875,756,5328,195,962,75,514,20,179,2,29,0,0
0.7,10.348973766347633,0.2587890625,759,5380,144,680,65,406,23,174,3,17,0,0
0.8,5.01970933259434,0.0419921875,981,7278,138,782,81,546,30,239,5,41,0,0
0.2,11.506513487625714,0.96484375,36,204,15,50,3,19,1,8,0,0,0,0
0.30000000000000004,6.179030699116376,0.8798828125,123,608,84,340,13,74,0,0,0,0,0,0
0.4,6.710978326340287,0.7001953125,307,1796,178,818,35,255,2,19,0,0,0,0
0.5,12.748686270306486,0.4296875,584,4162,155,804,63,456,20,179,0,0,0,0
0.6000000000000001,12.223518016742952,0.3154296875,701,5010,116,522,47,286,13,113,2,23,1,12
0.7,6.275450726963121,0.0908203125,931,6772,178,934,79,546,27,228,4,38,0,0
0.8,5.757541274236525,0.0517578125,971,7188,110,582,67,420,31,225,6,54,0,0
0.2,12.728588759011837,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,13.292479953414933,0.8994140625,103,662,43,178,8,67,3,36,0,0,0,0
0.4,13.118296912884777,0.7861328125,219,1382,99,446,28,190,3,32,0,0,0,0
0.5,5.515269760805683,0.533203125,478,2808,262,1186,60,403,3,30,0,0,0,0
0.6000000000000001,14.514630208161236,0.2060546875,813,6022,72,342,43,249,19,133,8,58,0,0
0.7,13.905655845537094,0.0634765625,959,7200,59,304,32,198,15,97,5,37,2,21
0.8,14.383102682269058,0.0087890625,1015,7698,40,212,29,166,14,79,7,45,2,9
0.2,14.31373901348761,0.9853515625,15,52,12,32,1,4,0,0,0,0,0,0
0.30000000000000004,12.252233840564797,0.89453125,108,658,42,178,14,81,2,12,0,0,0,0
0.4,9.117302563582594,0.7177734375,289,1816,115,498,38,240,5,55,0,0,0,0
0.5,9.24776673112332,0.490234375,522,3474,189,912,63,437,12,103,0,0,0,0
0.6000000000000001,7.979022745193395,0.33203125,684,4674,174,794,62,409,15,132,3,35,0,0
0.7,9.545630726783616,0.1357421875,885,6456,114,568,57,370,26,180,6,37,0,0
0.8,5.738715723882272,0.07421875,948,6912,165,874,77,527,34,264,3,32,0,0
0.2,10.638937074738351,0.9736328125,27,110,24,90,1,6,0,0,0,0,0,0
0.30000000000000004,7.300333802590558,0.8876953125,115,614,67,264,16,101,0,0,0,0,0,0
0.4,8.485266429348144,0.7666015625,239,1394,113,474,30,189,3,20,0,0,0,0
0.5,8.315120937667,0.52734375,484,3160,178,810,58,414,11,93,0,0,0,0
0.6000000000000001,8.823053333611131,0.2802734375,737,5224,170,848,81,531,23,185,1,14,0,0
0.7,7.878697793717706,0.1279296875,893,6500,128,630,67,409,27,194,5,59,0,0
0.8,6.281400620984366,0.03125,992,7420,98,524,58,369,28,204,8,55,0,0
0.2,11.54372890387161,0.9541015625,47,230,29,106,6,31,0,0,0,0,0,0
0.30000000000000004,7.907274026675112,0.873046875,130,702,70,278,20,117,0,0,0,0,0,0
0.4,5.075725995005086,0.69140625,316,1616,193,766,37,205,1,9,0,0,0,0
0.5,6.586101360539667,0.5302734375,481,2938,226,1046,77,501,2,16,0,0,0,0
0.6000000000000001,8.513119775800867,0.2265625,792,5518,180,916,104,630,21,170,1,7,0,0
0.7,8.07305610332968,0.169921875,850,6074,157,776,71,450,20,166,5,46,0,0
0.8,12.45506188057778,0.0390625,984,7440,60,316,36,225,20,134,8,56,1,8
0.2,7.055147718060276,0.970703125,30,108,21,56,3,9,0,0,0,0,0,0
0.30000000000000004,6.99970534040831,0.865234375,138,668,84,312,18,88,0,0,0,0,0,0
0.4,13.147989377943276,0.8095703125,195,1214,78,344,23,149,4,28,0,0,0,0
0.5,7.663503600609383,0.4697265625,543,3614,189,900,66,463,13,121,0,0,0,0
0.6000000000000001,6.397645228695462,0.3427734375,673,4468,244,1202,95,659,12,112,0,0,0,0
0.7,8.766716958346663,0.1748046875,845,6092,146,718,65,440,30,236,3,26,0,0
0.8,6.652748121449665,0.05859375,964,7118,118,612,62,402,27,210,7,64,0,0
0.2,6.018036283017531,0.9501953125,51,210,42,156,3,12,0,0,0,0,0,0
0.30000000000000004,6.509246174691407,0.919921875,82,438,52,208,10,71,0,0,0,0,0,0
0.4,11.450684848764809,0.64453125,364,2466,118,578,50,339,8,67,0,0,0,0
0.5,8.463029808451761,0.5205078125,491,3188,176,812,69,443,9,86,0,0,0,0
0.6000000000000001,9.587281222874353,0.28515625,732,5158,159,770,79,495,24,195,1,9,0,0
0.7,5.194857429305719,0.1015625,920,6680,167,892,87,587,33,269,2,17,0,0
0.8,11.563700077328857,0.1044921875,917,6790,77,366,36,230,21,141,6,45,1,11
0.2,13.241826287128914,0.87109375,132,820,72,354,20,150,0,0,0,0,0,0
0.30000000000000004,7.6979934594384805,0.8515625,152,882,89,398,21,150,0,0,0,0,0,0
0.4,10.396815144603698,0.7109375,296,1910,113,500,33,224,7,77,0,0,0,0
0.5,14.056018843849255,0.5478515625,463,3130,130,598,47,300,12,92,1,12,0,0
0.6000000000000001,12.320196855641711,0.298828125,718,5146,121,596,55,365,20,145,4,25,0,0
0.7,5.881432505584926,0.10546875,916,6654,151,762,71,473,26,225,5,46,0,0
0.8,11.828064433450745,0.064453125,958,7136,70,342,44,263,27,179,9,52,0,0
0.2,8.648742091025506,0.9189453125,83,404,59,236,8,46,0,0,0,0,0,0
0.30000000000000004,9.687701813647516,0.9521484375,49,264,19,58,6,30,1,6,0,0,0,0
0.4,12.739285054741735,0.6484375,360,2424,108,506,48,302,9,90,0,0,0,0
0.5,8.142910719732278,0.4052734375,609,4068,225,1094,76,542,13,131,0,0,0,0
0.6000000000000001,9.778005927910312,0.3134765625,703,4886,184,892,77,502,16,131,2,27,0,0
0.7,8.174274241521266,0.2021484375,817,5786,169,810,80,500,18,167,4,31,0,0
0.8,10.011888074094083,0.041015625,982,7354,64,326,34,207,16,117,9,65,1,11
0.2,7.919279924931298,0.9765625,24,132,12,50,4,22,0,0,0,0,0,0
0.30000000000000004,11.353686629187042,0.9248046875,77,422,38,146,9,54,1,5,0,0,0,0
0.4,9.73907118046038,0.7197265625,287,1756,128,546,37,252,4,37,0,0,0,0
0.5,8.868327209398075,0.51953125,492,3208,192,918,56,402,11,82,0,0,0,0
0.6000000000000001,5.37369312214765,0.28515625,732,4910,252,1262,100,690,15,130,0,0,0,0
0.7,5.803043386011046,0.0458984375,977,7316,113,612,64,419,28,213,7,65,0,0
0.8,9.572827240058796,0.0703125,952,7086,73,360,41,247,19,119,7,50,1,8
0.2,6.401693402922658,0.9521484375,49,204,46,182,1,7,0,0,0,0,0,0
0.30000000000000004,9.0002190614192,0.8779296875,125,664,74,296,17,101,0,0,0,0,0,0
0.4,9.555527582740144,0.763671875,242,1428,110,448,32,197,3,29,0,0,0,0
0.5,11.023206287480562,0.4365234375,577,3984,154,736,61,405,16,132,1,12,0,0
0.6000000000000001,7.2005222507979285,0.3193359375,697,4682,235,1124,90,608,16,152,0,0,0,0
0.7,6.577786922000955,0.1240234375,897,6542,132,644,63,410,28,219,5,40,0,0
0.8,9.247127598418542,0.0693359375,953,7096,98,518,61,390,32,228,6,41,0,0
0.2,13.968704719051638,0.9658203125,35,216,20,98,5,39,0,0,0,0,0,0
0.30000000000000004,13.104033431427286,0.7822265625,223,1438,94,434,27,196,4,42,0,0,0,0
0.4,11.217716671176596,0.6220703125,387,2572,162,818,55,409,5,41,0,0,0,0
0.5,9.455957483152991,0.490234375,522,3520,162,750,68,439,13,131,0,0,0,0
0.6000000000000001,14.816720242873389,0.421875,592,4148,130,594,54,334,17,128,2,27,0,0
0.7,12.116817624919388,0.130859375,890,6596,74,340,40,229,18,123,6,39,1,6
0.8,13.996757322024326,0.0,1024,7812,1,0,1,0,1,0,1,0,1,0
0.2,11.457991131531717,0.9130859375,89,478,47,168,10,59,1,10,0,0,0,0
0.30000000000000004,7.038538267431377,0.8427734375,161,830,83,310,22,104,1,4,0,0,0,0
0.4,11.792160692088391,0.7646484375,241,1530,109,504,32,224,3,34,0,0,0,0
0.5,11.956397569558153,0.7392578125,267,1714,102,454,31,216,6,55,0,0,0,0
0.6000000000000001,11.706360615018003,0.3388671875,677,4836,143,734,70,464,23,175,1,11,0,0
0.7,9.358773865284942,0.1044921875,917,6754,113,594,68,428,30,223,5,36,0,0
0.8,9.455572414882822,0.041015625,982,7374,67,364,45,278,25,163,6,32,1,8
0.2,10.570823477349442,0.9443359375,57,310,33,136,8,52,0,0,0,0,0,0
0.30000000000000004,10.222610781167711,0.861328125,142,808,82,372,20,131,0,0,0,0,0,0
0.4,10.707734627668444,0.6796875,328,2216,121,594,41,300,7,69,0,0,0,0
0.5,8.967825841717488,0.466796875,546,3612,198,956,72,498,11,93,0,0,0,0
0.6000000000000001,13.400328585999972,0.1865234375,833,6148,107,538,50,326,20,141,3,33,1,13
0.7,14.298438991111217,0.232421875,786,5698,114,526,44,282,17,146,7,72,0,0
0.8,11.27844291981063,0.0712890625,951,7096,78,378,43,256,18,117,7,53,1,8
0.2,8.79902402875818,0.9599609375,41,200,29,112,4,26,0,0,0,0,0,0
0.30000000000000004,11.821097173439648,0.8203125,184,1120,91,418,23,154,2,17,0,0,0,0
0.4,10.631513581439165,0.6943359375,313,2096,121,586,40,304,6,62,0,0,0,0
0.5,12.552910549035769,0.560546875,450,3024,114,494,52,293,11,87,1,11,0,0
0.6000000000000001,11.766799104394627,0.2998046875,717,5154,120,568,51,333,21,172,4,33,0,0
0.7,6.658265839256917,0.1484375,872,6268,161,824,77,511,24,193,4,30,0,0
0.8,5.1407087950534045,0.0576171875,965,7116,119,596,62,393,27,210,7,55,0,0
0.2,13.17064781560786,0.9287109375,73,402,43,178,10,66,0,0,0,0,0,0
0.30000000000000004,14.02895609258608,0.8720703125,131,774,68,296,17,111,1,14,0,0,0,0
0.4,9.892299018134786,0.646484375,362,2344,152,710,46,336,6,65,0,0,0,0
0.5,10.32244646112181,0.533203125,478,3220,160,768,62,420,11,98,0,0,0,0
0.6000000000000001,14.755520002384571,0.3173828125,699,4992,108,464,45,260,10,89,3,38,1,12
0.7,13.532606587753854,0.1123046875,909,6792,60,270,27,161,16,100,8,53,1,7
0.8,9.417981763288962,0.0576171875,965,7194,86,450,45,288,18,122,7,52,1,6
0.2,8.810184184017025,0.92578125,76,398,40,154,12,62,0,0,0,0,0,0
0.30000000000000004,5.600289118255043,0.8779296875,125,610,77,282,16,82,0,0,0,0,0,0
0.4,7.15656800294302,0.72265625,284,1578,146,594,42,241,1,12,0,0,0,0
0.5,8.774089860374398,0.490234375,522,3490,195,940,73,519,9,93,0,0,0,0
0.6000000000000001,12.252590704441145,0.419921875,594,4110,156,750,70,454,19,161,0,0,0,0
0.7,12.75753622960817,0.1689453125,851,6242,92,436,45,276,20,147,4,35,1,8
0.8,8.953680278411039,0.09375,928,6828,115,566,59,365,29,210,6,56,0,0
0.2,10.992739815168356,0.9677734375,33,178,21,90,4,25,0,0,0,0,0,0
0.30000000000000004,8.760619571297745,0.8486328125,155,948,77,346,18,130,2,21,0,0,0,0
0.4,7.384566984367249,0.724609375,282,1606,156,666,34,233,2,23,0,0,0,0
0.5,14.399629692041728,0.4638671875,549,3892,123,610,54,365,22,170,0,0,0,0
0.6000000000000001,8.800604477460132,0.3271484375,689,4758,185,918,80,524,18,160,1,8,0,0
0.7,11.043532335375712,0.1220703125,899,6628,104,506,49,320,26,191,7,56,0,0
0.8,6.738005425454237,0.0419921875,981,7340,81,416,44,277,24,172,10,74,0,0
0.2,11.364567907467864,0.9404296875,61,320,37,150,8,48,0,0,0,0,0,0
0.30000000000000004,11.751904224886212,0.9150390625,87,542,48,238,13,98,0,0,0,0,0,0
0.4,9.199785435384822,0.7255859375,281,1722,125,544,32,218,5,50,0,0,0,0
0.5,13.945781142684018,0.5361328125,475,3184,148,678,53,348,14,125,0,0,0,0
0.6000000000000001,6.881788299930803,0.2666015625,751,5226,193,928,70,499,25,219,1,8,0,0
0.7,7.153612094024634,0.1572265625,863,6216,137,648,62,390,17,150,7,81,0,0
0.8,7.735667611708773,0.017578125,1006,7590,40,194,26,147,14,92,7,48,2,10
0.2,6.640852383567194,0.9345703125,67,248,49,144,6,17,0,0,0,0,0,0
0.30000000000000004,8.407596732000275,0.9365234375,65,378,35,156,10,69,0,0,0,0,0,0
0.4,11.628761492376437,0.6064453125,403,2754,130,648,47,338,11,98,0,0,0,0
0.5,8.854914927916584,0.462890625,550,3598,199,916,69,453,12,113,0,0,0,0
0.6000000000000001,13.332074780120807,0.3896484375,625,4338,130,594,53,342,20,135,2,13,0,0
0.7,9.312441646379675,0.1298828125,891,6514,120,600,65,406,28,204,5,46,0,0
0.8,5.483833714540411,0.046875,976,7252,109,592,65,416,28,208,7,53,0,0
0.2,10.099849336703066,0.9833984375,17,88,11,44,2,13,0,0,0,0,0,0
0.30000000000000004,13.200985405882449,0.9560546875,45,252,21,82,8,45,0,0,0,0,0,0
0.4,8.610281050202758,0.6630859375,345,2178,132,592,43,269,7,52,0,0,0,0
0.5,7.359861153776369,0.474609375,538,3540,211,1016,73,508,9,93,0,0,0,0
0.6000000000000001,10.17183968334789,0.390625,624,4240,162,712,62,378,19,156,1,16,0,0
0.7,14.703749059539108,0.029296875,994,7548,46,244,32,192,15,93,6,41,2,11
0.8,7.213484817583328,0.044921875,978,7256,102,540,52,335,24,165,9,69,0,0
0.2,13.420674615288355,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,5.20005599305854,0.8466796875,157,698,118,442,13,63,0,0,0,0,0,0
0.4,14.480372942484635,0.755859375,250,1676,88,406,30,206,6,61,0,0,0,0
0.5,6.99145032366821,0.5341796875,477,2970,225,1058,72,503,3,25,0,0,0,0
0.6000000000000001,12.334685531688407,0.3662109375,649,4576,148,720,75,458,19,164,1,18,0,0
0.7,11.16172385037642,0.119140625,902,6698,71,340,33,197,13,87,4,22,2,13
0.8,10.603987668458311,0.0283203125,995,7504,41,190,22,121,14,80,7,44,2,11
0.2,6.8807131804289225,0.9580078125,43,182,34,128,3,11,0,0,0,0,0,0
0.30000000000000004,7.126955258883156,0.8740234375,129,696,66,262,21,117,0,0,0,0,0,0
0.4,8.06282333658272,0.79296875,212,1146,119,466,27,161,1,15,0,0,0,0
0.5,11.482736130621483,0.4794921875,533,3680,149,710,56,389,18,150,0,0,0,0
0.6000000000000001,7.394316321897212,0.2451171875,773,5420,185,922,76,523,22,184,2,27,0,0
0.7,5.463174336692417,0.1513671875,869,6148,200,1004,95,626,24,202,2,30,0,0
0.8,7.7718322259473505,0.01953125,1004,7574,74,426,50,323,21,138,7,49,1,8
0.2,13.114949453874106,0.9404296875,61,366,28,116,7,44,1,10,0,0,0,0
0.30000000000000004,10.486529315834996,0.837890625,166,1048,79,364,21,151,2,29,0,0,0,0
0.4,11.611108604904613,0.68359375,324,2078,132,610,44,302,5,40,0,0,0,0
0.5,5.241231276446664,0.484375,528,3114,288,1308,68,469,3,26,0,0,0,0
0.6000000000000001,10.848746075531583,0.3125,704,5048,134,650,62,396,20,157,3,24,0,0
0.7,11.306255370127158,0.08203125,940,6992,70,342,38,227,19,123,7,41,1,7
0.8,13.51298770686185,0.0830078125,939,6956,66,308,31,182,21,123,7,41,1,9
0.2,14.748418532684088,0.98828125,12,58,9,36,1,6,0,0,0,0,0,0
0.30000000000000004,13.442081472486816,0.880859375,122,776,47,200,13,91,3,30,0,0,0,0
0.4,12.69692829351395,0.7548828125,251,1644,77,336,26,171,8,68,0,0,0,0
0.5,7.672692308062504,0.4814453125,531,3444,195,868,64,439,12,120,0,0,0,0
0.6000000000000001,12.739317269217098,0.23828125,780,5738,159,836,71,505,26,220,2,22,0,0
0.7,13.80756064653623,0.0556640625,967,7292,61,294,30,188,20,134,8,55,1,6
0.8,14.392181475954779,0.0791015625,943,7054,67,340,36,226,20,133,3,23,2,14
0.2,12.543842833282781,1.0,0,0,0,0,0,0,0,0,0,0,0,0
0.30000000000000004,5.003801785847825,0.8828125,120,482,102,366,6,27,0,0,0,0,0,0
0.4,12.359842816285589,0.56640625,444,3014,138,680,54,362,12,100,0,0,0,0
0.5,7.831793496402906,0.5712890625,439,2800,166,726,47,317,11,91,0,0,0,0
0.6000000000000001,9.775959647585992,0.3037109375,713,4930,173,838,80,498,25,193,0,0,0,0
0.7,6.341019981247223,0.12890625,892,6406,163,804,79,496,29,237,3,26,0,0
0.8,10.020734231891897,0.01171875,1012,7704,34,180,26,151,19,112,10,58,1,5
0.2,5.497821997010841,0.9580078125,43,132,37,100,2,5,0,0,0,0,0,0
0.30000000000000004,6.3379233473077345,0.8681640625,135,654,93,358,14,83,0,0,0,0,0,0
0.4,10.377970142597967,0.76171875,244,1468,112,494,32,207,3,24,0,0,0,0
0.5,6.027276870289925,0.529296875,482,2924,248,1152,66,452,3,37,0,0,0,0
0.6000000000000001,14.788466312811943,0.2626953125,755,5436,140,724,69,461,26,191,2,17,0,0
0.7,5.411517127033457,0.140625,880,6194,211,1058,103,686,26,224,1,12,0,0
0.8,14.434383250010738,0.056640625,966,7258,60,310,26,171,13,86,6,37,2,13
0.2,6.510827899908032,0.947265625,54,204,45,146,3,14,0,0,0,0,0,0
0.30000000000000004,12.978707246391245,0.8857421875,117,702,57,250,16,113,1,5,0,0,0,0
0.4,8.162372780739878,0.6826171875,325,1996,172,798,43,320,2,24,0,0,0,0
0.5,9.499336391233616,0.533203125,478,3068,202,944,64,440,7,70,0,0,0,0
0.6000000000000001,14.840376780976193,0.2978515625,719,5110,137,634,58,360,18,143,4,43,0,0
0.7,11.846970915592696,0.09375,928,6896,85,438,41,263,24,168,9,56,0,0
0.8,12.393630650228154,0.0546875,968,7276,59,294,35,208,19,124,4,32,2,19
0.2,9.26333987024677,0.9521484375,49,224,34,116,5,27,0,0,0,0,0,0
0.30000000000000004,11.796470974440103,0.6904296875,317,2080,140,714,51,360,2,25,0,0,0,0
0.4,12.023933849448879,0.6337890625,375,2510,111,506,44,278,11,93,0,0,0,0
0.5,8.113730841842118,0.4482421875,565,3722,217,1046,76,533,10,103,0,0,0,0
0.6000000000000001,13.180919533514246,0.2822265625,735,5328,150,752,71,479,23,203,2,26,0,0
0.7,6.327828600214039,0.146484375,874,6216,172,838,74,489,28,220,3,28,0,0
0.8,11.835858224704172,0.1025390625,919,6830,100,496,53,325,27,188,7,59,0,0
0.2,11.760449929903157,0.9921875,8,34,8,34,0,0,0,0,0,0,0,0
0.30000000000000004,13.070008254956559,0.8349609375,169,1122,64,308,23,164,3,32,0,0,0,0
0.4,14.899466477287751,0.814453125,190,1164,82,360,28,182,2,17,0,0,0,0
0.5,12.756427317489385,0.5556640625,455,3112,116,516,45,293,17,141,0,0,0,0
0.6000000000000001,9.038484250350288,0.224609375,794,5654,158,772,68,440,20,164,4,30,0,0
0.7,14.002498068300321,0.0498046875,973,7338,49,232,28,163,18,112,5,33,2,10
0.8,13.274473689446856,0.037109375,986,7490,41,202,23,135,13,82,7,44,2,8
0.2,5.225880921860721,0.9560546875,45,172,33,90,4,21,0,0,0,0,0,0
0.30000000000000004,11.446164206349751,0.8486328125,155,944,68,284,17,119,3,34,0,0,0,0
