,Vanilla path planning - threshold 0.5,QuadTree path planning - threshold 0.5,Vanilla path planning - threshold 0.54,QuadTree path planning - threshold 0.54,Vanilla path planning - threshold 0.58,QuadTree path planning - threshold 0.58,Vanilla path planning - threshold 0.62,QuadTree path planning - threshold 0.62,Vanilla path planning - threshold 0.6599999999999999,QuadTree path planning - threshold 0.6599999999999999,Vanilla path planning - threshold 0.7,QuadTree path planning - threshold 0.7
0,0.020943403244018555,0.019264698028564453,0.2154231071472168,0.03789806365966797,0.02194070816040039,0.019947052001953125,0.02101278305053711,0.016916751861572266,0.13068556785583496,0.03490805625915527,0.4134385585784912,0.016956567764282227
1,0.0,0.0,0.3041863441467285,0.027924537658691406,0.04787111282348633,0.04092097282409668,0.05086469650268555,0.03391003608703613,0.22922897338867188,0.030916213989257812,0.601604700088501,0.025020122528076172
2,0.12363529205322266,0.0359039306640625,0.05884385108947754,0.028922319412231445,0.27028393745422363,0.019948482513427734,0.05684709548950195,0.03194832801818848,0.2344059944152832,0.01592397689819336,0.13164901733398438,0.022970914840698242
3,0.0,0.0,0.000997781753540039,0.04088950157165527,0.0009968280792236328,0.022937297821044922,0.04690861701965332,0.026276111602783203,0.62496018409729,0.02140974998474121,0.34906578063964844,0.014952898025512695
4,0.016956329345703125,0.03693556785583496,0.13862919807434082,0.026927709579467773,0.3331117630004883,0.05086517333984375,0.014958858489990234,0.0359044075012207,0.2872331142425537,0.011609554290771484,0.4119293689727783,0.014996767044067383
5,0.003025531768798828,0.0278933048248291,0.0,0.0,0.10276150703430176,0.03188323974609375,0.04587078094482422,0.04089045524597168,0.004987239837646484,0.02293872833251953,0.1616363525390625,0.024930477142333984
6,0.0,0.0,0.0069806575775146484,0.023936033248901367,0.0019936561584472656,0.021582603454589844,0.140411376953125,0.027957677841186523,0.30475640296936035,0.03590273857116699,0.6747884750366211,0.023928403854370117
7,0.0,0.0,0.0029926300048828125,0.018949270248413086,0.023967742919921875,0.02290630340576172,0.14069223403930664,0.03487515449523926,0.0049855709075927734,0.014960527420043945,0.008978605270385742,0.014958858489990234
8,0.0,0.0,0.000997304916381836,0.03191423416137695,0.132645845413208,0.02393507957458496,0.2583441734313965,0.03291153907775879,0.10671424865722656,0.023935556411743164,0.2862358093261719,0.012973546981811523
9,0.0,0.0,0.002991199493408203,0.02792525291442871,0.011970281600952148,0.02393054962158203,0.016956090927124023,0.03714251518249512,0.007012367248535156,0.031888484954833984,0.058350563049316406,0.018950939178466797
10,0.017954587936401367,0.020944833755493164,0.2184152603149414,0.07779169082641602,0.023945093154907227,0.020943164825439453,0.148637056350708,0.026499271392822266,0.002994537353515625,0.019520998001098633,0.22643160820007324,0.014960050582885742
11,0.09574580192565918,0.029264211654663086,0.3321070671081543,0.026927471160888672,0.017954587936401367,0.019949674606323242,0.28128814697265625,0.04088997840881348,0.40389490127563477,0.016957759857177734,0.44736313819885254,0.013962507247924805
12,0.0,0.0,0.022939682006835938,0.018935680389404297,0.0,0.0,0.39748120307922363,0.055882930755615234,0.010004520416259766,0.027924299240112305,0.3172273635864258,0.014958381652832031
13,0.08976173400878906,0.025929689407348633,0.25031590461730957,0.039893388748168945,0.000997304916381836,0.019416332244873047,0.10774350166320801,0.034908294677734375,0.11419224739074707,0.02692723274230957,0.4517788887023926,0.026927947998046875
14,0.025931119918823242,0.03988385200500488,0.10471987724304199,0.06183314323425293,0.3261599540710449,0.022068023681640625,0.30122852325439453,0.024898767471313477,0.39594054222106934,0.042919158935546875,0.23245835304260254,0.027959346771240234
