Threshold,VanillaPathTime,QuadGenTime,QuadPathTime
0.5,0.0008118152618408203,0.04903101921081543,0.05725431442260742
0.5002002002002002,0,0.03718090057373047,0.03718090057373047
0.5004004004004003,0.007905960083007812,0.036200761795043945,0.04579782485961914
0.5006006006006006,0.023882150650024414,0.0784609317779541,0.09150481224060059
0.5008008008008008,0.117218017578125,0.04320192337036133,0.057127952575683594
0.501001001001001,0.1964709758758545,0.03115105628967285,0.04253506660461426
0.5012012012012012,0,0.03410816192626953,0.03410816192626953
0.5014014014014014,0.07063794136047363,0.06545519828796387,0.07701611518859863
0.5016016016016016,0,0.034826040267944336,0.034826040267944336
0.5018018018018018,0.14224696159362793,0.03249406814575195,0.05351138114929199
0.502002002002002,0,0.0819861888885498,0.0819861888885498
0.5022022022022022,0.0007679462432861328,0.03867602348327637,0.04764389991760254
0.5024024024024024,0.0052411556243896484,0.031113147735595703,0.042948007583618164
0.5026026026026026,0.0164186954498291,0.05980706214904785,0.07036328315734863
0.5028028028028028,0,0.02996206283569336,0.02996206283569336
0.503003003003003,0.007300853729248047,0.030786991119384766,0.04395723342895508
0.5032032032032032,0.0638129711151123,0.03004908561706543,0.04218339920043945
0.5034034034034034,0,0.06754922866821289,0.06754922866821289
0.5036036036036036,0,0.03291893005371094,0.03291893005371094
0.5038038038038039,0,0.032074928283691406,0.032074928283691406
0.504004004004004,0,0.0604250431060791,0.0604250431060791
0.5042042042042042,0.02923274040222168,0.032727956771850586,0.05198502540588379
0.5044044044044044,0,0.033312082290649414,0.033312082290649414
0.5046046046046047,0,0.07080507278442383,0.07080507278442383
0.5048048048048048,0.01003718376159668,0.031501054763793945,0.03956890106201172
0.505005005005005,0,0.028512954711914062,0.028512954711914062
0.5052052052052052,0,0.029564857482910156,0.029564857482910156
0.5054054054054054,0,0.07193112373352051,0.07193112373352051
0.5056056056056056,0.0534510612487793,0.03162336349487305,0.04711151123046875
0.5058058058058058,0.06424498558044434,0.031716108322143555,0.051850080490112305
0.506006006006006,0.02481389045715332,0.06801629066467285,0.0854194164276123
0.5062062062062062,0,0.0314028263092041,0.0314028263092041
0.5064064064064064,0.01725625991821289,0.03279590606689453,0.04917001724243164
0.5066066066066066,0.007412910461425781,0.06796622276306152,0.08169913291931152
0.5068068068068068,0.0926051139831543,0.032774925231933594,0.05382704734802246
0.507007007007007,0.0068340301513671875,0.029296875,0.03833293914794922
0.5072072072072072,0.017600059509277344,0.031625986099243164,0.04289102554321289
0.5074074074074074,0,0.06346917152404785,0.06346917152404785
0.5076076076076076,0,0.03180289268493652,0.03180289268493652
0.5078078078078078,0,0.0304257869720459,0.0304257869720459
0.508008008008008,0,0.059072017669677734,0.059072017669677734
0.5082082082082082,0.0320589542388916,0.03097701072692871,0.03925919532775879
0.5084084084084084,0,0.030935049057006836,0.030935049057006836
0.5086086086086086,0.0007879734039306641,0.028915882110595703,0.038681983947753906
0.5088088088088089,0,0.06991291046142578,0.06991291046142578
0.509009009009009,0,0.03425931930541992,0.03425931930541992
0.5092092092092092,0.008008241653442383,0.032523155212402344,0.04625415802001953
