,Vanilla path planning - threshold 0.5,QuadTree path planning - threshold 0.5,Vanilla path planning - threshold 0.54,QuadTree path planning - threshold 0.54,Vanilla path planning - threshold 0.58,QuadTree path planning - threshold 0.58,Vanilla path planning - threshold 0.62,QuadTree path planning - threshold 0.62,Vanilla path planning - threshold 0.6599999999999999,QuadTree path planning - threshold 0.6599999999999999,Vanilla path planning - threshold 0.7,QuadTree path planning - threshold 0.7
0,0.012964963912963867,0.07576465606689453,0.0,0.03191399574279785,0.015990018844604492,0.056828975677490234,0.011999368667602539,0.03695249557495117,0.15957379341125488,0.05381965637207031,0.08879399299621582,0.023956298828125
1,0.0,0.03487396240234375,0.0,0.029885530471801758,0.013994693756103516,0.08312344551086426,0.19148898124694824,0.05336403846740723,0.3343207836151123,0.015923500061035156,0.3101692199707031,0.023941516876220703
2,0.0,0.08229756355285645,0.0,0.02693319320678711,0.08677148818969727,0.06283140182495117,0.022940635681152344,0.035022735595703125,0.002028226852416992,0.028919219970703125,0.05685067176818848,0.017989158630371094
3,0.0009980201721191406,0.08480548858642578,0.19850516319274902,0.051827430725097656,0.34851670265197754,0.05983924865722656,0.13666987419128418,0.06682229042053223,0.04292154312133789,0.08050727844238281,0.08876299858093262,0.027914762496948242
4,0.004983425140380859,0.05884289741516113,0.0,0.026960134506225586,0.022969484329223633,0.05984067916870117,0.1067514419555664,0.03487348556518555,0.3918604850769043,0.0450286865234375,0.5517961978912354,0.029926776885986328
5,0.007978439331054688,0.11070513725280762,0.05385637283325195,0.06383323669433594,0.15559005737304688,0.07084226608276367,0.007978439331054688,0.09350109100341797,0.14758729934692383,0.04192042350769043,0.40041542053222656,0.030902624130249023
6,0.0,0.03594374656677246,0.07679510116577148,0.08480572700500488,0.17958855628967285,0.045809030532836914,0.036932945251464844,0.03306174278259277,0.027926206588745117,0.036286354064941406,0.07787108421325684,0.023093223571777344
7,0.0,0.03390932083129883,0.08281564712524414,0.10276055335998535,0.006011486053466797,0.04586982727050781,0.32421350479125977,0.06981825828552246,0.43387484550476074,0.023682117462158203,0.026927947998046875,0.05454230308532715
8,0.10602331161499023,0.06785130500793457,0.21393728256225586,0.05289578437805176,0.0019948482513427734,0.06444144248962402,0.018949031829833984,0.07782220840454102,0.0010318756103515625,0.058320045471191406,0.003990888595581055,0.04139828681945801
9,0.0,0.06881546974182129,0.17311882972717285,0.08278226852416992,0.02294158935546875,0.08119082450866699,0.12164092063903809,0.041869401931762695,0.229386568069458,0.040891170501708984,0.03790140151977539,0.02808213233947754
