Dimension,VanillaPathTime,QuadGenTime,QuadPathTime
16,3.3855438232421875e-05,0.00041604042053222656,0.0009131431579589844
16,0.0014538764953613281,0.00041604042053222656,0.0013942718505859375
16,0.0016815662384033203,0.00041604042053222656,0.0018863677978515625
16,0.003599405288696289,0.00041604042053222656,0.0023746490478515625
16,0.003933429718017578,0.00041604042053222656,0.0028405189514160156
16,0.0043294429779052734,0.00041604042053222656,0.003289461135864258
16,0.005105495452880859,0.00041604042053222656,0.003842592239379883
17,0.0017850399017333984,0.00040602684020996094,0.0007638931274414062
17,0.0032951831817626953,0.00040602684020996094,0.001132965087890625
17,0.003687143325805664,0.00040602684020996094,0.0014910697937011719
17,0.0060062408447265625,0.00040602684020996094,0.001912832260131836
17,0.008217334747314453,0.00040602684020996094,0.0023126602172851562
17,0.008264541625976562,0.00040602684020996094,0.0026636123657226562
17,0.008431434631347656,0.00040602684020996094,0.0030968189239501953
17,0.008849382400512695,0.00040602684020996094,0.003490924835205078
17,0.010354280471801758,0.00040602684020996094,0.003901958465576172
17,0.010676383972167969,0.00040602684020996094,0.004259824752807617
18,0.0019490718841552734,0.0004451274871826172,0.0010709762573242188
18,0.0020780563354492188,0.0004451274871826172,0.0016379356384277344
18,0.005144834518432617,0.0004451274871826172,0.002290010452270508
18,0.005269765853881836,0.0004451274871826172,0.0028748512268066406
18,0.0072786808013916016,0.0004451274871826172,0.0035550594329833984
18,0.009870529174804688,0.0004451274871826172,0.0042572021484375
18,0.011935710906982422,0.0004451274871826172,0.004930257797241211
18,0.012731790542602539,0.0004451274871826172,0.005582094192504883
18,0.014394760131835938,0.0004451274871826172,0.006252288818359375
19,0.005558013916015625,0.0004401206970214844,0.001123189926147461
19,0.007588863372802734,0.0004401206970214844,0.0016973018646240234
19,0.00783681869506836,0.0004401206970214844,0.002263307571411133
19,0.01028895378112793,0.0004401206970214844,0.0028874874114990234
19,0.012106895446777344,0.0004401206970214844,0.0034716129302978516
19,0.012561798095703125,0.0004401206970214844,0.004035472869873047
19,0.0018758773803710938,0.0004401206970214844,0.004605770111083984
19,0.002107858657836914,0.0004401206970214844,0.005161762237548828
19,0.003638744354248047,0.0004401206970214844,0.005720853805541992
20,0.000698089599609375,0.0005118846893310547,0.0012469291687011719
20,0.004555225372314453,0.0005118846893310547,0.0020568370819091797
20,0.005177974700927734,0.0005118846893310547,0.002755880355834961
20,0.008049964904785156,0.0005118846893310547,0.00350189208984375
20,0.00922703742980957,0.0005118846893310547,0.004217863082885742
20,0.012467145919799805,0.0005118846893310547,0.0049555301666259766
20,0.012562036514282227,0.0005118846893310547,0.005648612976074219
20,0.015264034271240234,0.0005118846893310547,0.006417751312255859
20,0.020522117614746094,0.0005118846893310547,0.007227659225463867
20,0.02221226692199707,0.0005118846893310547,0.007955312728881836
