Threshold,VanillaPathTime,QuadGenTime,QuadPathTime
0.5,0,0.05328083038330078,0.05328083038330078
0.5002002002002002,0,0.03591418266296387,0.03591418266296387
0.5004004004004003,0,0.04254412651062012,0.04254412651062012
0.5006006006006006,0.03821086883544922,0.08010411262512207,0.09419918060302734
0.5008008008008008,0.059970855712890625,0.03372478485107422,0.04592084884643555
0.501001001001001,0,0.034552812576293945,0.034552812576293945
0.5012012012012012,0,0.033104896545410156,0.033104896545410156
0.5014014014014014,0.0961918830871582,0.06569385528564453,0.08260393142700195
0.5016016016016016,0.002583026885986328,0.034356117248535156,0.04573225975036621
0.5018018018018018,0,0.044336795806884766,0.044336795806884766
0.502002002002002,0,0.08228302001953125,0.08228302001953125
0.5022022022022022,0.09496688842773438,0.035350799560546875,0.05170297622680664
0.5024024024024024,0,0.0292050838470459,0.0292050838470459
0.5026026026026026,0.0026149749755859375,0.0326690673828125,0.04317498207092285
0.5028028028028028,0,0.03205680847167969,0.03205680847167969
0.503003003003003,0,0.03195309638977051,0.03195309638977051
0.5032032032032032,0.11174607276916504,0.03154706954956055,0.05027008056640625
0.5034034034034034,0.04241299629211426,0.07569098472595215,0.0886380672454834
0.5036036036036036,0.0248262882232666,0.035929203033447266,0.051522254943847656
0.5038038038038039,0,0.04321026802062988,0.04321026802062988
0.504004004004004,0.20113801956176758,0.06928515434265137,0.08804035186767578
0.5042042042042042,0,0.03596305847167969,0.03596305847167969
0.5044044044044044,0,0.030824899673461914,0.030824899673461914
0.5046046046046047,0.016704082489013672,0.031800031661987305,0.04218912124633789
0.5048048048048048,0,0.07529187202453613,0.07529187202453613
0.505005005005005,0.055383920669555664,0.0329892635345459,0.04716038703918457
0.5052052052052052,0,0.034390926361083984,0.034390926361083984
0.5054054054054054,0.05351614952087402,0.07418322563171387,0.09009623527526855
0.5056056056056056,0.17602300643920898,0.03204989433288574,0.0511019229888916
0.5058058058058058,0.11872196197509766,0.029181957244873047,0.04666590690612793
0.506006006006006,0,0.02997589111328125,0.02997589111328125
0.5062062062062062,0,0.06573486328125,0.06573486328125
