Threshold,VanillaTime,QuadTime
0.5,0,0.04654812812805176
0.5002002002002002,0,0.030261993408203125
0.5004004004004003,0.0023119449615478516,0.038433074951171875
0.5006006006006006,0,0.055869102478027344
0.5008008008008008,0.007850170135498047,0.04922962188720703
0.501001001001001,0,0.031197071075439453
0.5012012012012012,0,0.03176307678222656
0.5014014014014014,0,0.059007883071899414
0.5016016016016016,0.020642757415771484,0.047242164611816406
0.5018018018018018,0,0.032251834869384766
0.502002002002002,0,0.06484317779541016
0.5022022022022022,0.0014510154724121094,0.04016566276550293
0.5024024024024024,0,0.030334949493408203
0.5026026026026026,0.03730201721191406,0.07776856422424316
0.5028028028028028,0,0.033782005310058594
0.503003003003003,0.030946731567382812,0.03770899772644043
0.5032032032032032,0.04096198081970215,0.042632102966308594
0.5034034034034034,0,0.058120012283325195
0.5036036036036036,0.017159223556518555,0.04020047187805176
0.5038038038038039,0.003952980041503906,0.041098833084106445
0.504004004004004,0.04382896423339844,0.044847726821899414
0.5042042042042042,0,0.032855987548828125
0.5044044044044044,0.04768776893615723,0.037954092025756836
0.5046046046046047,0,0.02925705909729004
0.5048048048048048,0,0.06467103958129883
0.505005005005005,0.1602628231048584,0.04449009895324707
0.5052052052052052,0,0.028581857681274414
0.5054054054054054,0.00156402587890625,0.07776212692260742
0.5056056056056056,0,0.029412031173706055
0.5058058058058058,0,0.02765202522277832
0.506006006006006,0.0009331703186035156,0.043794870376586914
0.5062062062062062,0.03181576728820801,0.06822395324707031
0.5064064064064064,0,0.02977919578552246
0.5066066066066066,0.23706769943237305,0.054723262786865234
0.5068068068068068,0.04690670967102051,0.0705258846282959
0.507007007007007,0,0.031497955322265625
0.5072072072072072,0,0.02974390983581543
0.5074074074074074,0.0375361442565918,0.042001962661743164
0.5076076076076076,0.007954835891723633,0.06576848030090332
0.5078078078078078,0,0.030086040496826172
0.508008008008008,0,0.030120134353637695
0.5082082082082082,0.009137153625488281,0.07068896293640137
0.5084084084084084,0.004405021667480469,0.039936065673828125
0.5086086086086086,0,0.02843785285949707
0.5088088088088089,0,0.02964305877685547
0.509009009009009,0.0818638801574707,0.0774681568145752
0.5092092092092092,0.010376214981079102,0.03388404846191406
0.5094094094094094,0.0413050651550293,0.04557681083679199
0.5096096096096097,0,0.029035091400146484
0.5098098098098098,0.044615745544433594,0.043498992919921875
0.51001001001001,0.00386810302734375,0.0470128059387207
0.5102102102102102,0,0.027843236923217773
0.5104104104104104,0.03531289100646973,0.06953883171081543
0.5106106106106106,0.011308908462524414,0.040981292724609375
0.5108108108108108,0,0.029366016387939453
0.511011011011011,0.04087996482849121,0.041094064712524414
0.5112112112112112,0,0.025794029235839844
0.5114114114114114,0,0.030237913131713867
0.5116116116116116,0,0.03168606758117676
0.5118118118118118,0.19519376754760742,0.06512331962585449
0.512012012012012,0.13710999488830566,0.04164695739746094
0.5122122122122122,0,0.027854204177856445
0.5124124124124124,0,0.029503822326660156
0.5126126126126126,0,0.06376481056213379
0.5128128128128128,0,0.030903100967407227
0.513013013013013,0,0.03153586387634277
0.5132132132132132,0,0.02918219566345215
0.5134134134134134,0,0.061187744140625
0.5136136136136136,0,0.030332088470458984
0.5138138138138139,0.11867809295654297,0.06176185607910156
0.514014014014014,0.027935028076171875,0.07260489463806152
0.5142142142142142,0,0.031744956970214844
0.5144144144144144,0.04318404197692871,0.05132579803466797
0.5146146146146147,0.04474186897277832,0.06870794296264648
0.5148148148148148,0.04850506782531738,0.04125094413757324
0.515015015015015,0.18493270874023438,0.04598498344421387
0.5152152152152152,0,0.02775120735168457
0.5154154154154154,0.009647130966186523,0.06586909294128418
0.5156156156156156,0.23105835914611816,0.03902006149291992
0.5158158158158158,0.006135225296020508,0.035044193267822266
0.516016016016016,0,0.031568050384521484
0.5162162162162162,0.0012271404266357422,0.07186198234558105
0.5164164164164164,0.20934820175170898,0.047573089599609375
0.5166166166166166,0.017673969268798828,0.04504203796386719
0.5168168168168168,0,0.0636129379272461
0.517017017017017,0,0.02931666374206543
0.5172172172172173,0,0.02954578399658203
0.5174174174174174,0,0.028109073638916016
0.5176176176176176,0,0.05779004096984863
0.5178178178178178,0.25365519523620605,0.06212425231933594
0.5180180180180181,0.011892318725585938,0.04187607765197754
0.5182182182182182,0.15610122680664062,0.09204292297363281
0.5184184184184184,0.015970945358276367,0.039331674575805664
0.5186186186186186,0,0.029376745223999023
