0.3,6,0.890625,7,28,4,10,1,3,0,0
0.3,6,0.984375,1,0,1,0,0,0,0,0
0.4,6,0.609375,25,136,13,48,4,24,0,0
0.4,6,0.671875,21,104,15,58,2,14,0,0
0.5,6,0.890625,7,10,7,10,0,0,0,0
0.5,6,0.625,24,80,15,30,3,6,0,0
0.6,6,0.125,56,352,11,42,7,30,2,8
0.6,6,0.0,64,420,1,0,1,0,1,0
0.7,6,0.0,64,420,1,0,1,0,1,0
0.7,6,0.03125,62,402,8,32,6,25,3,11
